862458216843628544,gridplus,friends,575,5671,164,348,Thu May 11 00:03:57 +0000 2017,https://t.co/h0T1oaVA5h,img/862458216843628544.jpg,Austin  TX
978343178507112450,PegaSysEng,friends,1151,2171,44,294,Mon Mar 26 18:49:25 +0000 2018,https://t.co/hGhwnpfGux,img/978343178507112450.jpg,
943827982443077634,kauri_io,friends,76,801,20,176,Thu Dec 21 12:58:21 +0000 2017,https://t.co/N4PLvPrtvt,img/943827982443077634.jpg,Worldwide
4016114656,slockitproject,friends,13,18876,553,760,Thu Oct 22 09:56:03 +0000 2015,https://t.co/Vav4euiVnw,img/4016114656.jpg,Mittweida  Deutschland
869228892581535744,localethereum,friends,191,1177,17,631,Mon May 29 16:28:12 +0000 2017,https://t.co/MpHYvYAAGb,img/869228892581535744.jpg,Australia
872165872701407232,dether_io,friends,144,5966,103,683,Tue Jun 06 18:58:42 +0000 2017,https://t.co/2VbxWfCKAP,img/872165872701407232.jpg,Gibraltar
960036444885565442,BinanceLabs,friends,26,8916,97,110,Sun Feb 04 06:24:59 +0000 2018,,img/960036444885565442.jpg,
985686071244541952,BinanceAcademy,friends,22,7003,48,51,Mon Apr 16 01:07:27 +0000 2018,https://t.co/36ORJyOH4K,img/985686071244541952.jpg,
801089827059863553,sweetbridgeinc,friends,1041,4583,148,1531,Tue Nov 22 15:47:53 +0000 2016,https://t.co/KC42IObT3m,img/801089827059863553.jpg,Zug  Switzerland
882269239163461637,mattereum,friends,922,4660,109,666,Tue Jul 04 16:05:53 +0000 2017,https://t.co/cdYQzhDUmJ,img/882269239163461637.jpg,
884511390987407360,web3foundation,friends,176,8905,155,1541,Mon Jul 10 20:35:23 +0000 2017,https://t.co/wJOMYTrbqG,img/884511390987407360.jpg,
909503627861118976,Truebitprotocol,friends,571,6388,128,429,Sun Sep 17 19:45:37 +0000 2017,https://t.co/rXdxSQqmlc,img/909503627861118976.jpg,Distributed
907209378331336705,raiden_network,friends,59,24536,550,153,Mon Sep 11 11:49:05 +0000 2017,https://t.co/0OOAxrnz7p,img/907209378331336705.jpg,
1595615893,polkadotnetwork,friends,48,25718,578,1037,Mon Jul 15 11:06:37 +0000 2013,https://t.co/7W78biSzTt,img/1595615893.jpg,
52672664,joincolony,friends,261,8207,387,1722,Wed Jul 01 08:39:31 +0000 2009,http://t.co/msEZu6MFAk,img/52672664.jpg,Distributed
3835365303,EthereumNetw,friends,736,37812,748,13070,Thu Oct 01 17:31:26 +0000 2015,https://t.co/pfueRimmbg,img/3835365303.jpg,Berlin  Allemagne
3536736623,ParityTech,friends,181,28397,623,1612,Thu Sep 03 18:46:23 +0000 2015,https://t.co/isf9JcGtRI,img/3536736623.jpg,Berlin / London / Cambridge / distributed
831182644234821632,EntEthAlliance,friends,112,16763,384,596,Mon Feb 13 16:45:59 +0000 2017,https://t.co/ezaw9KX3ea,img/831182644234821632.jpg,
761372197298528256,infura_io,friends,82,11602,222,543,Fri Aug 05 01:24:12 +0000 2016,https://t.co/Y59A3IZ1Lv,img/761372197298528256.jpg,Brooklyn / Los Angeles
4831010888,myetherwallet,friends,1202,114487,1419,6485,Fri Jan 29 16:19:09 +0000 2016,https://t.co/Jur9cHs5Cz,img/4831010888.jpg,Los Angeles  CA
3278906401,metamask_io,friends,103,54826,751,1810,Mon Jul 13 20:25:23 +0000 2015,https://t.co/CliZWa23QM,img/3278906401.png,The Blockchain
774689518767181828,ethstatus,friends,484,108894,1420,1971,Sat Sep 10 19:22:29 +0000 2016,https://t.co/6riI2eNuDg,img/774689518767181828.jpg,
767403220914364417,uport_me,friends,515,11464,316,888,Sun Aug 21 16:49:20 +0000 2016,https://t.co/Bz45Sm1yN5,img/767403220914364417.jpg,Brooklyn  NY
3129477561,ConsenSys,friends,2264,76436,1753,4191,Mon Mar 30 17:57:15 +0000 2015,http://t.co/SAdbZQBtHY,img/3129477561.jpg,Brooklyn  NY
868088645173030912,OpenLawOfficial,friends,63,3081,74,356,Fri May 26 12:57:16 +0000 2017,https://t.co/2zhuOBJcz4,img/868088645173030912.png,
36544954,DemocracyEarth,friends,506,12266,665,3310,Thu Apr 30 01:04:00 +0000 2009,https://t.co/IPkTbkpPnP,img/36544954.jpg,??????????????
2895317462,AugurProject,friends,325,121613,2024,2063,Mon Nov 10 05:32:38 +0000 2014,https://t.co/pU27AA6FoU,img/2895317462.jpg,The Internet
763039521936203776,melonport,friends,341,16214,486,1269,Tue Aug 09 15:49:33 +0000 2016,https://t.co/Meb01nuthF,img/763039521936203776.jpg,Zoug  Suisse
831847934534746114,omise_go,friends,1554,288114,2826,725,Wed Feb 15 12:49:37 +0000 2017,https://t.co/0JXzhUMxkj,img/831847934534746114.jpg,BKK  SIN  NRT  CGK  HKG
3448833448,gnosisPM,friends,40,71743,1029,1168,Wed Aug 26 16:41:48 +0000 2015,https://t.co/BLxCwi7ScX,img/3448833448.png,
865963965649571840,KyberNetwork,friends,642,92039,1101,1554,Sat May 20 16:14:33 +0000 2017,https://t.co/PhidEVClIV,img/865963965649571840.jpg,Singapore
4053977488,golemproject,friends,226,146825,1996,2153,Tue Oct 27 14:23:54 +0000 2015,https://t.co/s9dL1WcFau,img/4053977488.jpg,Varsovie  Pologne
2925093697,DigixGlobal,friends,551,15877,463,752,Wed Dec 10 02:54:51 +0000 2014,https://t.co/SlSFfq1n53,img/2925093697.jpg,Singapore
826699259441328128,0xProject,friends,69,143635,1966,643,Wed Feb 01 07:50:37 +0000 2017,https://t.co/UygQE2Q9S8,img/826699259441328128.jpg,San Francisco  CA
856446453157376003,GetGitcoin,friends,478,4993,136,1904,Mon Apr 24 09:55:21 +0000 2017,https://t.co/y6nVsJF9eT,img/856446453157376003.jpg,ethereum mainnet
3190865591,MakerDAO,friends,252,17415,433,754,Tue Apr 21 13:51:12 +0000 2015,https://t.co/TVaOPVVjt6,img/3190865591.jpg,
893949868183617536,ethBounties,friends,754,2834,54,1018,Sat Aug 05 21:40:32 +0000 2017,https://t.co/91WoXiYIbS,img/893949868183617536.jpg,
798810763586478080,Givethio,friends,699,3336,87,806,Wed Nov 16 08:51:42 +0000 2016,https://t.co/0bWi65rWNl,img/798810763586478080.jpg,Ethereum Blockchain
853223597162336256,ConsenSysImpact,friends,407,5388,139,1095,Sat Apr 15 12:28:52 +0000 2017,https://t.co/SAdbZQBtHY,img/853223597162336256.jpg,Brooklyn  NY
787293136183816192,BC4G_org,friends,293,1244,57,316,Sat Oct 15 14:04:45 +0000 2016,https://t.co/3ty9iEOCrH,img/787293136183816192.jpg,World Wide & WWW
849445392588697601,alice_si_,friends,66,799,23,395,Wed Apr 05 02:15:38 +0000 2017,https://t.co/P05zGANNCp,img/849445392588697601.jpg,London  England
997516329983725568,EthMagicians,friends,103,1732,27,79,Fri May 18 16:36:40 +0000 2018,https://t.co/oTTjhuvnYO,img/997516329983725568.jpg,
963619699157221376,MyCrypto,friends,2176,18169,295,1974,Wed Feb 14 03:43:34 +0000 2018,https://t.co/9QCNvcZQSv,img/963619699157221376.jpg,Los Angeles  CA
890365489658122242,PolymathNetwork,friends,173,32157,446,1290,Thu Jul 27 00:17:29 +0000 2017,https://t.co/BRbTJiz8gG,img/890365489658122242.jpg,
948907862801072128,Oyster_ws,friends,8,1685,6,13,Thu Jan 04 13:23:59 +0000 2018,https://t.co/agjv5j0msU,img/948907862801072128.jpg,contact@oyster.ws
3291830170,decentraland,friends,177,42525,750,673,Wed May 20 19:12:01 +0000 2015,https://t.co/a6AGVDsSQq,img/3291830170.png,Metaverse
811762043451801600,rchain_coop,friends,94,10930,348,2377,Thu Dec 22 02:35:27 +0000 2016,https://t.co/esGKQxNJwE,img/811762043451801600.jpg,Seattle  WA
799071635231817729,dfinity,friends,1421,32421,444,181,Thu Nov 17 02:08:18 +0000 2016,https://t.co/jhGHWPcALk,img/799071635231817729.jpg,Cyberspace
768853045908238337,Virtue_Poker,friends,78,3220,48,81,Thu Aug 25 16:50:25 +0000 2016,https://t.co/q8fSx0WsHz,img/768853045908238337.jpg,Gibraltar
913131503667859456,ConsensysDesign,friends,738,833,13,119,Wed Sep 27 20:01:30 +0000 2017,https://t.co/7MikvtaDRh,img/913131503667859456.jpg,
1052224954991828992,ConsensysNews,friends,486,579,13,62,Tue Oct 16 15:49:13 +0000 2018,https://t.co/duacrhTWK6,img/1052224954991828992.jpg,Brooklyn  NY
917816044764491777,viant_io,friends,8,758,25,21,Tue Oct 10 18:16:12 +0000 2017,https://t.co/pS96yw9I5f,img/917816044764491777.jpg,Brooklyn  NY
879366688466227202,VariabL_io,friends,258,1007,23,181,Mon Jun 26 15:52:11 +0000 2017,https://t.co/F9uSr1157Z,img/879366688466227202.jpg,Paris  France
883406293876314112,TruSetData,friends,494,415,14,46,Fri Jul 07 19:24:08 +0000 2017,https://t.co/CzN3FbHZmE,img/883406293876314112.jpg,
923285572805890049,tokenfoundry,friends,370,4742,66,420,Wed Oct 25 20:30:09 +0000 2017,https://t.co/8HcRAgeCQo,img/923285572805890049.jpg,Brooklyn  NY
3128572077,oraclizeit,friends,7,5011,191,1021,Mon Mar 30 09:43:44 +0000 2015,https://t.co/Qbbj8XOqou,img/3128572077.jpg,London  England
3296506527,AkashaProject,friends,15,12082,319,302,Sun May 24 13:34:12 +0000 2015,https://t.co/CIJVPIRQLV,img/3296506527.jpg,Suisse
875834354752262144,OmegaOneProject,friends,1973,5781,115,54,Fri Jun 16 21:55:57 +0000 2017,https://t.co/ju6ldC0IEb,img/875834354752262144.jpg,New York  NY
803529173855830016,nethereumteam,friends,106,233,8,13,Tue Nov 29 09:20:58 +0000 2016,,img/803529173855830016.jpg,
941073423350075393,MeridioRE,friends,180,1633,51,166,Wed Dec 13 22:32:43 +0000 2017,https://t.co/vpFbxnoC95,img/941073423350075393.jpg,Brooklyn  NY
1021315635190562816,LitePaperHQ,friends,409,330,5,226,Mon Jul 23 08:46:37 +0000 2018,https://t.co/6VOVXGzLJl,img/1021315635190562816.jpg,London  England
956614725810372608,StowProtocol,friends,101,157,2,57,Thu Jan 25 19:48:18 +0000 2018,https://t.co/wppd4oDM6K,img/956614725810372608.jpg,Brooklyn  NY
1030537112272220161,KuraciMusic,friends,29,126,5,24,Fri Aug 17 19:29:28 +0000 2018,https://t.co/dXJTs4qX6r,img/1030537112272220161.jpg,
995337471939481603,Kaleido_io,friends,421,1905,31,320,Sat May 12 16:18:40 +0000 2018,https://t.co/nK1IJqJ7YK,img/995337471939481603.jpg,Raleigh  NC
941352686191968257,myetheremon,friends,223,4281,41,530,Thu Dec 14 17:02:24 +0000 2017,,img/941352686191968257.jpg,Singapour
907230632559960070,Cellarius2084,friends,615,2540,48,568,Mon Sep 11 13:13:33 +0000 2017,https://t.co/zH2AqRVtKA,img/907230632559960070.jpg,Planet Earth
915788912257269761,Balanc3Official,friends,74,1451,38,91,Thu Oct 05 04:01:05 +0000 2017,https://t.co/ScQNWmYAL7,img/915788912257269761.jpg,Brooklyn  NY
2653394250,MineFilecoin,friends,37,24117,555,338,Thu Jul 17 10:34:29 +0000 2014,http://t.co/R9OH2oH6YB,img/2653394250.png,The Internet
949716640014487552,ForkDelta,friends,33,11220,91,991,Sat Jan 06 18:57:46 +0000 2018,https://t.co/9IFoX5FMq6,img/949716640014487552.jpg,
936500769028632576,ddex_io,friends,167,11988,128,668,Fri Dec 01 07:42:37 +0000 2017,https://t.co/xMlnTtcMPJ,img/936500769028632576.jpg,
872454019402346496,ethfinex,friends,73,28405,411,456,Wed Jun 07 14:03:42 +0000 2017,https://t.co/cvQO1URWFg,img/872454019402346496.jpg,
880512674848571394,ParadexIO,friends,66,12000,227,135,Thu Jun 29 19:45:55 +0000 2017,https://t.co/v8pYNfb8q8,img/880512674848571394.jpg,
856193547976028161,airswap,friends,24,30495,584,818,Sun Apr 23 17:10:23 +0000 2017,https://t.co/pSwcnsOhtw,img/856193547976028161.jpg,Brooklyn  NY
898263943642324997,TheOceanTrade,friends,399,5693,127,863,Thu Aug 17 19:23:07 +0000 2017,https://t.co/qXGgB36szD,img/898263943642324997.jpg,New York  USA
895037563140009984,RadarRelay,friends,131,18482,401,241,Tue Aug 08 21:42:38 +0000 2017,https://t.co/O4CjcKvjkK,img/895037563140009984.jpg,
3313312856,etherscan,friends,63,18575,258,563,Wed Aug 12 11:41:47 +0000 2015,,img/3313312856.png,
2383443452,etherchain_org,friends,67,12859,114,167,Tue Mar 11 09:20:30 +0000 2014,,img/2383443452.jpg,
854430875211124737,poanetwork,friends,274,16369,268,477,Tue Apr 18 20:26:09 +0000 2017,https://t.co/7nMBqv0nkZ,img/854430875211124737.jpg,Internet
910561546367008768,L4ventures,friends,16,4043,85,100,Wed Sep 20 17:49:24 +0000 2017,https://t.co/RJj0PMuTzh,img/910561546367008768.jpg,Toronto
778395996619431937,libp2p,friends,1,940,17,42,Wed Sep 21 00:50:42 +0000 2016,https://t.co/juONQV6B0E,img/778395996619431937.jpg,Planet Earth
823799206267625473,protocollabs,friends,16,10317,224,33,Tue Jan 24 07:46:51 +0000 2017,https://t.co/YlNZ6AOMzR,img/823799206267625473.jpg,Decentralized
4633094778,zcashco,friends,72,72391,1726,1845,Tue Dec 22 20:22:04 +0000 2015,https://t.co/ZhS7ISijC1,img/4633094778.jpg,
836606419965202438,ZcashFoundation,friends,213,3726,74,926,Tue Feb 28 15:58:08 +0000 2017,https://t.co/kbBLY6gauc,img/836606419965202438.jpg,
953893947822280704,StarkWareLtd,friends,1,8081,107,123,Thu Jan 18 07:36:54 +0000 2018,https://t.co/1l9GiqE7uz,img/953893947822280704.jpg,
3433949367,nanopool_org,friends,6,15171,98,390,Fri Aug 21 09:43:27 +0000 2015,http://t.co/pM1q9efzg1,img/3433949367.jpg,
2614290691,DwarfPool,friends,22,2535,19,103,Wed Jul 09 21:43:26 +0000 2014,http://t.co/PFHeGKrrXC,img/2614290691.png,
3497189777,Ethereumpool_co,friends,8,5927,10,38,Mon Aug 31 02:21:37 +0000 2015,,img/3497189777.png,
759252279862104064,eth_classic,friends,558,226863,2371,5084,Sat Jul 30 05:00:24 +0000 2016,https://t.co/rYlDvxioAU,img/759252279862104064.jpg,Blockchain
1428909246,mi_ayako,friends,353,8788,245,360,Tue May 14 21:58:34 +0000 2013,,img/1428909246.jpg,
